,Unnamed: 0,change,temp,adm0,response,SE,lower_ci,upper_ci
0,0,-0.4644030909120492,27.17003448664797,Brazil,residential,0.20768,-0.8714558909120491,-0.057350290912049184
1,1,-0.443723329961418,27.9213047368581,Brazil,residential,0.20768,-0.850776129961418,-0.03667052996141801
2,2,-0.4230435690107869,28.67257498706823,Brazil,residential,0.20768,-0.8300963690107869,-0.015990769010786887
3,3,-0.4023638080601557,29.423845237278364,Brazil,residential,0.20768,-0.8094166080601557,0.004688991939844289
4,4,-0.3816840471095246,30.17511548748849,Brazil,residential,0.20768,-0.7887368471095246,0.02536875289047541
5,5,-0.3610042861588934,30.926385737698624,Brazil,residential,0.20768,-0.7680570861588933,0.046048513841106586
6,6,-0.3403245252082623,31.677655987908757,Brazil,residential,0.20768,-0.7473773252082623,0.06672827479173771
7,7,-0.3196447642576311,32.42892623811888,Brazil,residential,0.20768,-0.7266975642576311,0.08740803574236888
8,8,-0.298965003307,33.18019648832902,Brazil,residential,0.20768,-0.7060178033069999,0.108087796693
9,9,-0.2782852423563688,33.93146673853914,Brazil,residential,0.20768,-0.6853380423563689,0.12876755764363118
10,10,-0.2576054814057377,34.68273698874928,Brazil,residential,0.20768,-0.6646582814057377,0.1494473185942623
11,11,-0.2369257204551065,35.4340072389594,Brazil,residential,0.20768,-0.6439785204551065,0.1701270795448935
12,12,-0.2162459595044753,36.185277489169536,Brazil,residential,0.20768,-0.6232987595044753,0.19080684049552468
13,13,-0.1955661985538441,36.93654773937966,Brazil,residential,0.20768,-0.6026189985538442,0.2114866014461559
14,14,-0.174886437603213,37.6878179895898,Brazil,residential,0.20768,-0.581939237603213,0.23216636239678698
15,15,-0.1542066766525818,38.43908823979993,Brazil,residential,0.20768,-0.5612594766525818,0.2528461233474182
16,16,-0.1335269157019507,39.190358490010055,Brazil,residential,0.20768,-0.5405797157019507,0.2735258842980493
17,17,-0.1128471547513195,39.94162874022019,Brazil,residential,0.20768,-0.5198999547513194,0.2942056452486805
18,18,-0.0921673938006883,40.69289899043032,Brazil,residential,0.20768,-0.49922019380068827,0.3148854061993117
19,19,-0.0714876328500572,41.44416924064045,Brazil,residential,0.20768,-0.4785404328500572,0.3355651671499428
20,0,1.3775788923513463,22.20951997316805,France,residential,0.60409,0.19356249235134637,2.5615952923513463
21,1,1.6002911804883653,23.03705833872012,France,residential,0.60409,0.4162747804883653,2.784307580488365
22,2,1.823003468625384,23.8645967042722,France,residential,0.60409,0.638987068625384,3.0070198686253837
23,3,2.045715756762404,24.69213506982427,France,residential,0.60409,0.8616993567624038,3.2297321567624038
24,4,2.268428044899422,25.519673435376347,France,residential,0.60409,1.084411644899422,3.452444444899422
25,5,2.491140333036441,26.34721180092842,France,residential,0.60409,1.3071239330364408,3.6751567330364407
26,6,2.71385262117346,27.174750166480493,France,residential,0.60409,1.52983622117346,3.89786902117346
27,7,2.936564909310479,28.00228853203257,France,residential,0.60409,1.7525485093104791,4.120581309310479
28,8,3.159277197447498,28.82982689758464,France,residential,0.60409,1.9752607974474978,4.343293597447498
29,9,3.3819894855845165,29.65736526313672,France,residential,0.60409,2.1979730855845165,4.5660058855845165
30,10,3.604701773721536,30.48490362868879,France,residential,0.60409,2.420685373721536,4.788718173721536
31,11,3.8274140618585535,31.312441994240864,France,residential,0.60409,2.6433976618585535,5.011430461858554
32,12,4.0501263499955735,32.13998035979294,France,residential,0.60409,2.8661099499955736,5.2341427499955735
33,13,4.272838638132592,32.967518725345016,France,residential,0.60409,3.0888222381325923,5.456855038132592
34,14,4.495550926269612,33.79505709089709,France,residential,0.60409,3.311534526269612,5.679567326269612
35,15,4.718263214406631,34.62259545644916,France,residential,0.60409,3.5342468144066315,5.902279614406631
36,16,4.940975502543649,35.450133822001234,France,residential,0.60409,3.7569591025436493,6.124991902543649
37,17,5.163687790680669,36.27767218755331,France,residential,0.60409,3.979671390680669,6.347704190680669
38,18,5.386400078817687,37.10521055310539,France,residential,0.60409,4.202383678817687,6.570416478817687
39,19,5.609112366954706,37.93274891865746,France,residential,0.60409,4.425095966954706,6.793128766954706
40,0,-0.6887368425924878,19.090580205336305,India,residential,0.20169,-1.0840492425924877,-0.2934244425924878
41,1,-0.6550603305509377,20.608683974934475,India,residential,0.20169,-1.0503727305509378,-0.2597479305509377
42,2,-0.6213838185093877,22.12678774453265,India,residential,0.20169,-1.0166962185093877,-0.22607141850938772
43,3,-0.5877073064678378,23.64489151413082,India,residential,0.20169,-0.9830197064678378,-0.19239490646783775
44,4,-0.5540307944262878,25.16299528372899,India,residential,0.20169,-0.9493431944262878,-0.15871839442628777
45,5,-0.5203542823847378,26.681099053327163,India,residential,0.20169,-0.9156666823847378,-0.1250418823847378
46,6,-0.4866777703431877,28.199202822925333,India,residential,0.20169,-0.8819901703431877,-0.0913653703431877
47,7,-0.4530012583016377,29.717306592523503,India,residential,0.20169,-0.8483136583016377,-0.05768885830163767
48,8,-0.4193247462600877,31.23541036212168,India,residential,0.20169,-0.8146371462600877,-0.02401234626008769
49,9,-0.3856482342185378,32.75351413171985,India,residential,0.20169,-0.7809606342185378,0.00966416578146223
50,10,-0.3519717221769877,34.271617901318024,India,residential,0.20169,-0.7472841221769877,0.04334067782301232
51,11,-0.3182952101354377,35.789721670916194,India,residential,0.20169,-0.7136076101354377,0.0770171898645623
52,12,-0.2846186980938877,37.30782544051437,India,residential,0.20169,-0.6799310980938877,0.11069370190611233
53,13,-0.2509421860523377,38.82592921011253,India,residential,0.20169,-0.6462545860523377,0.1443702139476623
54,14,-0.2172656740107877,40.344032979710704,India,residential,0.20169,-0.6125780740107877,0.1780467259892123
55,15,-0.1835891619692377,41.86213674930888,India,residential,0.20169,-0.5789015619692377,0.21172323803076232
56,16,-0.1499126499276877,43.38024051890704,India,residential,0.20169,-0.5452250499276877,0.2453997500723123
57,17,-0.1162361378861377,44.898344288505214,India,residential,0.20169,-0.5115485378861377,0.27907626211386233
58,18,-0.0825596258445878,46.41644805810339,India,residential,0.20169,-0.4778720258445878,0.3127527741554122
59,19,-0.0488831138030377,47.93455182770156,India,residential,0.20169,-0.4441955138030377,0.34642928619696234
60,0,-0.126085925281943,21.17821810538312,Turkey,residential,0.35296,-0.8178875252819431,0.565715674718057
61,1,-0.1101842839359304,22.283109503374217,Turkey,residential,0.35296,-0.8019858839359304,0.5816173160640696
62,2,-0.0942826425899179,23.388000901365317,Turkey,residential,0.35296,-0.7860842425899179,0.5975189574100821
63,3,-0.0783810012439054,24.492892299356413,Turkey,residential,0.35296,-0.7701826012439055,0.6134205987560946
64,4,-0.0624793598978929,25.59778369734751,Turkey,residential,0.35296,-0.7542809598978929,0.6293222401021071
65,5,-0.0465777185518803,26.70267509533861,Turkey,residential,0.35296,-0.7383793185518803,0.6452238814481197
66,6,-0.0306760772058678,27.807566493329706,Turkey,residential,0.35296,-0.7224776772058679,0.6611255227941322
67,7,-0.0147744358598553,28.9124578913208,Turkey,residential,0.35296,-0.7065760358598553,0.6770271641401447
68,8,0.0011272054861572,30.01734928931189,Turkey,residential,0.35296,-0.6906743945138428,0.6929288054861572
69,9,0.0170288468321697,31.12224068730299,Turkey,residential,0.35296,-0.6747727531678304,0.7088304468321697
70,10,0.0329304881781822,32.22713208529409,Turkey,residential,0.35296,-0.6588711118218178,0.7247320881781822
71,11,0.0488321295241947,33.332023483285184,Turkey,residential,0.35296,-0.6429694704758053,0.7406337295241947
72,12,0.0647337708702073,34.43691488127628,Turkey,residential,0.35296,-0.6270678291297928,0.7565353708702073
73,13,0.0806354122162198,35.541806279267384,Turkey,residential,0.35296,-0.6111661877837802,0.7724370122162199
74,14,0.0965370535622323,36.64669767725848,Turkey,residential,0.35296,-0.5952645464377677,0.7883386535622323
75,15,0.1124386949082448,37.751589075249576,Turkey,residential,0.35296,-0.5793629050917553,0.8042402949082448
76,16,0.1283403362542574,38.85648047324067,Turkey,residential,0.35296,-0.5634612637457426,0.8201419362542575
77,17,0.1442419776002699,39.96137187123177,Turkey,residential,0.35296,-0.5475596223997301,0.8360435776002699
78,18,0.1601436189462824,41.06626326922287,Turkey,residential,0.35296,-0.5316579810537176,0.8519452189462824
79,19,0.176045260292295,42.17115466721396,Turkey,residential,0.35296,-0.515756339707705,0.8678468602922951
80,0,0.8787882757038834,22.3887370442807,United States,residential,0.09806,0.6865906757038834,1.0709858757038835
81,1,0.9334976056963916,23.562562691133863,United States,residential,0.09806,0.7413000056963917,1.1256952056963916
82,2,0.9882069356889004,24.736388337987023,United States,residential,0.09806,0.7960093356889004,1.1804045356889004
83,3,1.0429162656814086,25.910213984840187,United States,residential,0.09806,0.8507186656814086,1.2351138656814087
84,4,1.0976255956739172,27.084039631693347,United States,residential,0.09806,0.9054279956739172,1.2898231956739172
85,5,1.1523349256664257,28.25786527854651,United States,residential,0.09806,0.9601373256664257,1.3445325256664258
86,6,1.2070442556589338,29.43169092539967,United States,residential,0.09806,1.0148466556589337,1.3992418556589339
87,7,1.2617535856514424,30.605516572252835,United States,residential,0.09806,1.0695559856514423,1.4539511856514424
88,8,1.316462915643951,31.779342219106,United States,residential,0.09806,1.1242653156439508,1.508660515643951
89,9,1.3711722456364592,32.95316786595916,United States,residential,0.09806,1.1789746456364592,1.5633698456364593
90,10,1.4258815756289676,34.12699351281232,United States,residential,0.09806,1.2336839756289675,1.6180791756289676
91,11,1.480590905621476,35.30081915966548,United States,residential,0.09806,1.288393305621476,1.6727885056214762
92,12,1.5353002356139844,36.47464480651865,United States,residential,0.09806,1.3431026356139844,1.7274978356139845
93,13,1.590009565606493,37.64847045337181,United States,residential,0.09806,1.397811965606493,1.782207165606493
94,14,1.6447188955990013,38.822296100224975,United States,residential,0.09806,1.4525212955990012,1.8369164955990014
95,15,1.6994282255915096,39.996121747078135,United States,residential,0.09806,1.5072306255915096,1.8916258255915097
96,16,1.754137555584018,41.169947393931295,United States,residential,0.09806,1.5619399555840179,1.946335155584018
97,17,1.8088468855765265,42.343773040784455,United States,residential,0.09806,1.6166492855765264,2.0010444855765264
98,18,1.8635562155690348,43.517598687637616,United States,residential,0.09806,1.6713586155690348,2.0557538155690347
99,19,1.9182655455615436,44.69142433449078,United States,residential,0.09806,1.7260679455615435,2.1104631455615435
100,0,6.13453354564437,30.83610419071085,Nigeria,residential,1.76431,2.67648594564437,9.59258114564437
101,1,6.222109024762423,31.389162927871293,Nigeria,residential,1.76431,2.764061424762423,9.680156624762423
102,2,6.309684503880476,31.942221665031735,Nigeria,residential,1.76431,2.851636903880476,9.767732103880476
103,3,6.39725998299853,32.49528040219218,Nigeria,residential,1.76431,2.9392123829985297,9.85530758299853
104,4,6.484835462116583,33.04833913935263,Nigeria,residential,1.76431,3.0267878621165827,9.942883062116582
105,5,6.5724109412346365,33.60139787651307,Nigeria,residential,1.76431,3.1143633412346365,10.030458541234637
106,6,6.6599864203526895,34.15445661367352,Nigeria,residential,1.76431,3.2019388203526895,10.11803402035269
107,7,6.747561899470743,34.70751535083396,Nigeria,residential,1.76431,3.2895142994707434,10.205609499470743
108,8,6.835137378588795,35.26057408799441,Nigeria,residential,1.76431,3.3770897785887954,10.293184978588796
109,9,6.922712857706849,35.81363282515485,Nigeria,residential,1.76431,3.4646652577068493,10.380760457706849
110,10,7.010288336824902,36.366691562315296,Nigeria,residential,1.76431,3.5522407368249023,10.468335936824902
111,11,7.097863815942955,36.91975029947574,Nigeria,residential,1.76431,3.6398162159429552,10.555911415942955
112,12,7.185439295061009,37.472809036636185,Nigeria,residential,1.76431,3.727391695061009,10.64348689506101
113,13,7.273014774179062,38.02586777379663,Nigeria,residential,1.76431,3.814967174179062,10.731062374179063
114,14,7.360590253297115,38.57892651095708,Nigeria,residential,1.76431,3.902542653297115,10.818637853297115
115,15,7.448165732415169,39.13198524811752,Nigeria,residential,1.76431,3.990118132415169,10.906213332415168
116,16,7.535741211533222,39.68504398527796,Nigeria,residential,1.76431,4.077693611533222,10.993788811533221
117,17,7.623316690651276,40.238102722438406,Nigeria,residential,1.76431,4.165269090651275,11.081364290651276
118,18,7.710892169769329,40.79116145959885,Nigeria,residential,1.76431,4.252844569769328,11.16893976976933
119,19,7.798467648887382,41.344220196759295,Nigeria,residential,1.76431,4.340420048887381,11.256515248887382
120,0,5.370486447963373,27.17003448664797,Brazil,workplaces,0.96129,3.486358047963373,7.2546148479633725
121,1,5.0127378268971015,27.9213047368581,Brazil,workplaces,0.96129,3.1286094268971016,6.896866226897101
122,2,4.65498920583083,28.67257498706823,Brazil,workplaces,0.96129,2.7708608058308304,6.53911760583083
123,3,4.297240584764559,29.423845237278364,Brazil,workplaces,0.96129,2.413112184764559,6.181368984764559
124,4,3.939491963698287,30.17511548748849,Brazil,workplaces,0.96129,2.055363563698287,5.823620363698287
125,5,3.5817433426320155,30.926385737698624,Brazil,workplaces,0.96129,1.6976149426320157,5.465871742632015
126,6,3.2239947215657434,31.677655987908757,Brazil,workplaces,0.96129,1.3398663215657436,5.108123121565743
127,7,2.866246100499472,32.42892623811888,Brazil,workplaces,0.96129,0.9821177004994723,4.750374500499472
128,8,2.508497479433201,33.18019648832902,Brazil,workplaces,0.96129,0.6243690794332011,4.392625879433201
129,9,2.150748858366929,33.93146673853914,Brazil,workplaces,0.96129,0.2666204583669294,4.0348772583669295
130,10,1.7930002373006575,34.68273698874928,Brazil,workplaces,0.96129,-0.09112816269934232,3.6771286373006573
131,11,1.4352516162343862,35.4340072389594,Brazil,workplaces,0.96129,-0.4488767837656136,3.319380016234386
132,12,1.077502995168114,36.185277489169536,Brazil,workplaces,0.96129,-0.8066254048318857,2.961631395168114
133,13,0.7197543741018426,36.93654773937966,Brazil,workplaces,0.96129,-1.1643740258981572,2.6038827741018427
134,14,0.3620057530355711,37.6878179895898,Brazil,workplaces,0.96129,-1.5221226469644287,2.246134153035571
135,15,0.0042571319692996,38.43908823979993,Brazil,workplaces,0.96129,-1.8798712680307001,1.8883855319692995
136,16,-0.3534914890969718,39.190358490010055,Brazil,workplaces,0.96129,-2.2376198890969716,1.530636910903028
137,17,-0.711240110163244,39.94162874022019,Brazil,workplaces,0.96129,-2.5953685101632438,1.1728882898367559
138,18,-1.0689887312295148,40.69289899043032,Brazil,workplaces,0.96129,-2.9531171312295146,0.815139668770485
139,19,-1.426737352295787,41.44416924064045,Brazil,workplaces,0.96129,-3.3108657522957867,0.4573910477042129
140,0,-14.541663344967104,22.20951997316805,France,workplaces,1.97308,-18.408900144967102,-10.674426544967105
141,1,-14.450172504458177,23.03705833872012,France,workplaces,1.97308,-18.317409304458177,-10.582935704458176
142,2,-14.358681663949248,23.8645967042722,France,workplaces,1.97308,-18.22591846394925,-10.491444863949248
143,3,-14.26719082344032,24.69213506982427,France,workplaces,1.97308,-18.13442762344032,-10.39995402344032
144,4,-14.175699982931391,25.519673435376347,France,workplaces,1.97308,-18.042936782931392,-10.30846318293139
145,5,-14.084209142422464,26.34721180092842,France,workplaces,1.97308,-17.951445942422463,-10.216972342422466
146,6,-13.992718301913532,27.174750166480493,France,workplaces,1.97308,-17.85995510191353,-10.125481501913534
147,7,-13.901227461404604,28.00228853203257,France,workplaces,1.97308,-17.768464261404603,-10.033990661404605
148,8,-13.809736620895675,28.82982689758464,France,workplaces,1.97308,-17.676973420895674,-9.942499820895677
149,9,-13.718245780386749,29.65736526313672,France,workplaces,1.97308,-17.58548258038675,-9.851008980386748
150,10,-13.626754939877818,30.48490362868879,France,workplaces,1.97308,-17.493991739877817,-9.75951813987782
151,11,-13.53526409936889,31.312441994240864,France,workplaces,1.97308,-17.40250089936889,-9.668027299368891
152,12,-13.44377325885996,32.13998035979294,France,workplaces,1.97308,-17.31101005885996,-9.576536458859959
153,13,-13.352282418351033,32.967518725345016,France,workplaces,1.97308,-17.21951921835103,-9.485045618351034
154,14,-13.260791577842102,33.79505709089709,France,workplaces,1.97308,-17.128028377842103,-9.393554777842102
155,15,-13.169300737333174,34.62259545644916,France,workplaces,1.97308,-17.036537537333174,-9.302063937333173
156,16,-13.077809896824244,35.450133822001234,France,workplaces,1.97308,-16.945046696824242,-9.210573096824245
157,17,-12.986319056315317,36.27767218755331,France,workplaces,1.97308,-16.853555856315317,-9.119082256315316
158,18,-12.894828215806388,37.10521055310539,France,workplaces,1.97308,-16.76206501580639,-9.027591415806388
159,19,-12.80333737529746,37.93274891865746,France,workplaces,1.97308,-16.67057417529746,-8.93610057529746
160,0,-5.763523924171712,19.090580205336305,India,workplaces,1.09386,-7.907489524171712,-3.6195583241717117
161,1,-5.792998134839424,20.608683974934475,India,workplaces,1.09386,-7.9369637348394235,-3.649032534839424
162,2,-5.822472345507136,22.12678774453265,India,workplaces,1.09386,-7.966437945507137,-3.678506745507136
163,3,-5.851946556174849,23.64489151413082,India,workplaces,1.09386,-7.99591215617485,-3.707980956174849
164,4,-5.881420766842561,25.16299528372899,India,workplaces,1.09386,-8.025386366842561,-3.7374551668425613
165,5,-5.910894977510274,26.681099053327163,India,workplaces,1.09386,-8.054860577510274,-3.7669293775102743
166,6,-5.9403691881779865,28.199202822925333,India,workplaces,1.09386,-8.084334788177987,-3.7964035881779865
167,7,-5.969843398845699,29.717306592523503,India,workplaces,1.09386,-8.113808998845698,-3.8258777988456987
168,8,-5.999317609513412,31.23541036212168,India,workplaces,1.09386,-8.143283209513411,-3.8553520095134117
169,9,-6.028791820181124,32.75351413171985,India,workplaces,1.09386,-8.172757420181124,-3.884826220181124
170,10,-6.058266030848837,34.271617901318024,India,workplaces,1.09386,-8.202231630848837,-3.914300430848837
171,11,-6.087740241516549,35.789721670916194,India,workplaces,1.09386,-8.231705841516549,-3.943774641516549
172,12,-6.117214452184262,37.30782544051437,India,workplaces,1.09386,-8.261180052184262,-3.973248852184262
173,13,-6.146688662851974,38.82592921011253,India,workplaces,1.09386,-8.290654262851975,-4.002723062851974
174,14,-6.176162873519687,40.344032979710704,India,workplaces,1.09386,-8.320128473519688,-4.032197273519687
175,15,-6.2056370841874,41.86213674930888,India,workplaces,1.09386,-8.3496026841874,-4.0616714841874
176,16,-6.235111294855112,43.38024051890704,India,workplaces,1.09386,-8.379076894855112,-4.091145694855111
177,17,-6.264585505522825,44.898344288505214,India,workplaces,1.09386,-8.408551105522825,-4.120619905522824
178,18,-6.294059716190537,46.41644805810339,India,workplaces,1.09386,-8.438025316190537,-4.150094116190537
179,19,-6.323533926858249,47.93455182770156,India,workplaces,1.09386,-8.46749952685825,-4.179568326858249
180,0,-2.2235554326733875,21.17821810538312,Turkey,workplaces,1.21374,-4.602485832673388,0.1553749673266127
181,1,-1.8732623132839308,22.283109503374217,Turkey,workplaces,1.21374,-4.252192713283931,0.5056680867160694
182,2,-1.522969193894474,23.388000901365317,Turkey,workplaces,1.21374,-3.9018995938944743,0.8559612061055262
183,3,-1.1726760745050169,24.492892299356413,Turkey,workplaces,1.21374,-3.551606474505017,1.2062543254949833
184,4,-0.8223829551155604,25.59778369734751,Turkey,workplaces,1.21374,-3.201313355115561,1.5565474448844399
185,5,-0.4720898357261034,26.70267509533861,Turkey,workplaces,1.21374,-2.8510202357261036,1.9068405642738968
186,6,-0.1217967163366464,27.807566493329706,Turkey,workplaces,1.21374,-2.5007271163366465,2.257133683663354
187,7,0.2284964030528103,28.9124578913208,Turkey,workplaces,1.21374,-2.1504339969471897,2.6074268030528107
188,8,0.5787895224422671,30.01734928931189,Turkey,workplaces,1.21374,-1.800140877557733,2.9577199224422674
189,9,0.9290826418317238,31.12224068730299,Turkey,workplaces,1.21374,-1.4498477581682763,3.308013041831724
190,10,1.279375761221181,32.22713208529409,Turkey,workplaces,1.21374,-1.0995546387788193,3.658306161221181
191,11,1.6296688806106374,33.332023483285184,Turkey,workplaces,1.21374,-0.7492615193893628,4.008599280610637
192,12,1.9799620000000944,34.43691488127628,Turkey,workplaces,1.21374,-0.39896839999990585,4.358892400000094
193,13,2.330255119389552,35.541806279267384,Turkey,workplaces,1.21374,-0.04867528061044801,4.709185519389552
194,14,2.680548238779008,36.64669767725848,Turkey,workplaces,1.21374,0.30161783877900783,5.059478638779009
195,15,3.030841358168465,37.751589075249576,Turkey,workplaces,1.21374,0.6519109581684646,5.409771758168465
196,16,3.381134477557922,38.85648047324067,Turkey,workplaces,1.21374,1.0022040775579217,5.760064877557922
197,17,3.731427596947379,39.96137187123177,Turkey,workplaces,1.21374,1.352497196947379,6.110357996947379
198,18,4.081720716336836,41.06626326922287,Turkey,workplaces,1.21374,1.7027903163368356,6.460651116336836
199,19,4.432013835726293,42.17115466721396,Turkey,workplaces,1.21374,2.053083435726293,6.810944235726293
200,0,-1.8220954604025577,22.3887370442807,United States,workplaces,0.19253,-2.1994542604025575,-1.4447366604025578
201,1,-1.804743143300957,23.562562691133863,United States,workplaces,0.19253,-2.182101943300957,-1.427384343300957
202,2,-1.7873908261993563,24.736388337987023,United States,workplaces,0.19253,-2.1647496261993564,-1.4100320261993562
203,3,-1.7700385090977555,25.910213984840187,United States,workplaces,0.19253,-2.1473973090977556,-1.3926797090977554
204,4,-1.7526861919961545,27.084039631693347,United States,workplaces,0.19253,-2.1300449919961544,-1.3753273919961546
205,5,-1.7353338748945537,28.25786527854651,United States,workplaces,0.19253,-2.1126926748945536,-1.3579750748945538
206,6,-1.717981557792953,29.43169092539967,United States,workplaces,0.19253,-2.095340357792953,-1.340622757792953
207,7,-1.700629240691352,30.605516572252835,United States,workplaces,0.19253,-2.077988040691352,-1.3232704406913518
208,8,-1.6832769235897511,31.779342219106,United States,workplaces,0.19253,-2.0606357235897512,-1.305918123589751
209,9,-1.6659246064881503,32.95316786595916,United States,workplaces,0.19253,-2.0432834064881504,-1.2885658064881502
210,10,-1.6485722893865495,34.12699351281232,United States,workplaces,0.19253,-2.0259310893865496,-1.2712134893865494
211,11,-1.6312199722849487,35.30081915966548,United States,workplaces,0.19253,-2.008578772284949,-1.2538611722849486
212,12,-1.6138676551833475,36.47464480651865,United States,workplaces,0.19253,-1.9912264551833476,-1.2365088551833474
213,13,-1.596515338081747,37.64847045337181,United States,workplaces,0.19253,-1.9738741380817468,-1.219156538081747
214,14,-1.5791630209801462,38.822296100224975,United States,workplaces,0.19253,-1.956521820980146,-1.2018042209801463
215,15,-1.5618107038785454,39.996121747078135,United States,workplaces,0.19253,-1.9391695038785453,-1.1844519038785455
216,16,-1.5444583867769444,41.169947393931295,United States,workplaces,0.19253,-1.9218171867769445,-1.1670995867769443
217,17,-1.5271060696753436,42.343773040784455,United States,workplaces,0.19253,-1.9044648696753437,-1.1497472696753435
218,18,-1.5097537525737428,43.517598687637616,United States,workplaces,0.19253,-1.8871125525737429,-1.1323949525737427
219,19,-1.492401435472142,44.69142433449078,United States,workplaces,0.19253,-1.869760235472142,-1.1150426354721419
220,0,16.76607221924539,30.83610419071085,Nigeria,workplaces,3.51951,9.867832619245391,23.66431181924539
221,1,16.506358246706245,31.389162927871293,Nigeria,workplaces,3.51951,9.608118646706245,23.404597846706245
222,2,16.246644274167096,31.942221665031735,Nigeria,workplaces,3.51951,9.348404674167096,23.144883874167096
223,3,15.98693030162795,32.49528040219218,Nigeria,workplaces,3.51951,9.08869070162795,22.88516990162795
224,4,15.727216329088805,33.04833913935263,Nigeria,workplaces,3.51951,8.828976729088804,22.625455929088805
225,5,15.467502356549655,33.60139787651307,Nigeria,workplaces,3.51951,8.569262756549655,22.365741956549655
226,6,15.207788384010508,34.15445661367352,Nigeria,workplaces,3.51951,8.309548784010508,22.10602798401051
227,7,14.94807441147136,34.70751535083396,Nigeria,workplaces,3.51951,8.04983481147136,21.84631401147136
228,8,14.688360438932213,35.26057408799441,Nigeria,workplaces,3.51951,7.7901208389322125,21.58660003893221
229,9,14.428646466393069,35.81363282515485,Nigeria,workplaces,3.51951,7.5304068663930686,21.32688606639307
